Epoch 000 | Iter 014300 | Step 0014301 | G-Cycle: 0.1639 | G-L1: 0.1393 | G-Adv: 1.3935 | Gc-Adv: 1.8716 | G-Sum: 3.4167 | D: 2.7797 | Dc: 2.9674
Epoch 000 | Iter 014400 | Step 0014401 | G-Cycle: 0.1804 | G-L1: 0.1811 | G-Adv: 1.3362 | Gc-Adv: 1.6259 | G-Sum: 3.1429 | D: 2.7774 | Dc: 2.7546
Epoch 000 | Iter 014500 | Step 0014501 | G-Cycle: 0.1455 | G-L1: 0.1314 | G-Adv: 1.2723 | Gc-Adv: 1.6550 | G-Sum: 3.0657 | D: 2.8400 | Dc: 2.6841
Epoch 000 | Iter 014600 | Step 0014601 | G-Cycle: 0.1529 | G-L1: 0.1418 | G-Adv: 1.3427 | Gc-Adv: 1.7103 | G-Sum: 3.2004 | D: 2.7729 | Dc: 2.5979
Epoch 000 | Iter 014700 | Step 0014701 | G-Cycle: 0.1593 | G-L1: 0.1412 | G-Adv: 1.3287 | Gc-Adv: 1.5807 | G-Sum: 3.0597 | D: 2.7827 | Dc: 2.6700
Epoch 000 | Iter 014800 | Step 0014801 | G-Cycle: 0.1262 | G-L1: 0.1190 | G-Adv: 1.4410 | Gc-Adv: 1.4553 | G-Sum: 3.0188 | D: 2.7719 | Dc: 2.8012
Epoch 000 | Iter 014900 | Step 0014901 | G-Cycle: 0.1790 | G-L1: 0.1404 | G-Adv: 1.3977 | Gc-Adv: 1.5758 | G-Sum: 3.1333 | D: 2.7615 | Dc: 2.7349
Epoch 000 | Iter 015000 | Step 0015001 | G-Cycle: 0.1507 | G-L1: 0.1293 | G-Adv: 1.6162 | Gc-Adv: 1.8223 | G-Sum: 3.5785 | D: 2.7935 | Dc: 2.5261
Epoch 000 | Iter 015100 | Step 0015101 | G-Cycle: 0.1177 | G-L1: 0.1164 | G-Adv: 1.3624 | Gc-Adv: 1.5516 | G-Sum: 3.0311 | D: 2.7703 | Dc: 2.7610
Epoch 000 | Iter 015200 | Step 0015201 | G-Cycle: 0.1504 | G-L1: 0.1292 | G-Adv: 1.4024 | Gc-Adv: 1.6292 | G-Sum: 3.1714 | D: 2.7801 | Dc: 2.6988
Epoch 000 | Iter 015300 | Step 0015301 | G-Cycle: 0.1238 | G-L1: 0.1119 | G-Adv: 1.2874 | Gc-Adv: 1.5527 | G-Sum: 2.9580 | D: 2.8835 | Dc: 2.7679
Epoch 000 | Iter 015400 | Step 0015401 | G-Cycle: 0.1618 | G-L1: 0.1853 | G-Adv: 1.5506 | Gc-Adv: 1.6407 | G-Sum: 3.3648 | D: 2.8146 | Dc: 2.7432
Epoch 000 | Iter 015500 | Step 0015501 | G-Cycle: 0.1691 | G-L1: 0.1439 | G-Adv: 1.4530 | Gc-Adv: 1.5576 | G-Sum: 3.1671 | D: 2.8007 | Dc: 2.7580
Epoch 000 | Iter 015600 | Step 0015601 | G-Cycle: 0.1488 | G-L1: 0.1207 | G-Adv: 1.3376 | Gc-Adv: 1.6635 | G-Sum: 3.1358 | D: 2.7563 | Dc: 2.8020
Epoch 000 | Iter 015700 | Step 0015701 | G-Cycle: 0.1480 | G-L1: 0.1255 | G-Adv: 1.2227 | Gc-Adv: 1.6084 | G-Sum: 2.9678 | D: 2.7582 | Dc: 2.7625
Epoch 000 | Iter 015800 | Step 0015801 | G-Cycle: 0.1533 | G-L1: 0.1347 | G-Adv: 1.4697 | Gc-Adv: 1.6651 | G-Sum: 3.2788 | D: 2.8044 | Dc: 2.7272
Epoch 000 | Iter 015900 | Step 0015901 | G-Cycle: 0.1283 | G-L1: 0.1099 | G-Adv: 1.5623 | Gc-Adv: 1.4507 | G-Sum: 3.1321 | D: 2.7958 | Dc: 2.7988
Epoch 000 | Iter 016000 | Step 0016001 | G-Cycle: 0.1288 | G-L1: 0.1145 | G-Adv: 1.3891 | Gc-Adv: 1.7500 | G-Sum: 3.2608 | D: 2.7521 | Dc: 2.7050
Epoch 000 | Iter 016100 | Step 0016101 | G-Cycle: 0.1632 | G-L1: 0.1275 | G-Adv: 1.4079 | Gc-Adv: 1.6052 | G-Sum: 3.1585 | D: 2.7707 | Dc: 2.7347
Epoch 000 | Iter 016200 | Step 0016201 | G-Cycle: 0.1669 | G-L1: 0.1365 | G-Adv: 1.3406 | Gc-Adv: 1.6850 | G-Sum: 3.1774 | D: 2.9170 | Dc: 2.6224
Epoch 000 | Iter 016300 | Step 0016301 | G-Cycle: 0.1629 | G-L1: 0.1325 | G-Adv: 1.2667 | Gc-Adv: 1.5554 | G-Sum: 2.9699 | D: 2.7914 | Dc: 2.6481
Epoch 000 | Iter 016400 | Step 0016401 | G-Cycle: 0.1598 | G-L1: 0.1275 | G-Adv: 1.3910 | Gc-Adv: 1.6228 | G-Sum: 3.1575 | D: 2.7773 | Dc: 2.6119
Epoch 000 | Iter 016500 | Step 0016501 | G-Cycle: 0.1625 | G-L1: 0.1331 | G-Adv: 1.3475 | Gc-Adv: 1.6074 | G-Sum: 3.1027 | D: 2.7763 | Dc: 2.7198
Epoch 000 | Iter 016600 | Step 0016601 | G-Cycle: 0.1305 | G-L1: 0.1189 | G-Adv: 1.4597 | Gc-Adv: 1.6099 | G-Sum: 3.1943 | D: 2.7764 | Dc: 2.6883
Epoch 000 | Iter 016700 | Step 0016701 | G-Cycle: 0.1524 | G-L1: 0.1280 | G-Adv: 1.6646 | Gc-Adv: 1.6418 | G-Sum: 3.4465 | D: 2.8225 | Dc: 2.6497
Epoch 000 | Iter 016800 | Step 0016801 | G-Cycle: 0.1326 | G-L1: 0.1195 | G-Adv: 1.6490 | Gc-Adv: 1.7930 | G-Sum: 3.5681 | D: 2.7731 | Dc: 2.6137
Epoch 000 | Iter 016900 | Step 0016901 | G-Cycle: 0.1405 | G-L1: 0.1231 | G-Adv: 1.4608 | Gc-Adv: 1.5784 | G-Sum: 3.1710 | D: 2.7763 | Dc: 2.7147
Epoch 000 | Iter 017000 | Step 0017001 | G-Cycle: 0.1433 | G-L1: 0.1212 | G-Adv: 1.3571 | Gc-Adv: 1.8850 | G-Sum: 3.3744 | D: 2.7696 | Dc: 2.5140
Epoch 000 | Iter 017100 | Step 0017101 | G-Cycle: 0.1705 | G-L1: 0.1220 | G-Adv: 1.4277 | Gc-Adv: 1.5862 | G-Sum: 3.1602 | D: 2.7649 | Dc: 2.7019
Epoch 000 | Iter 017200 | Step 0017201 | G-Cycle: 0.1462 | G-L1: 0.1146 | G-Adv: 1.2294 | Gc-Adv: 1.5504 | G-Sum: 2.9102 | D: 2.7896 | Dc: 2.8380
Epoch 000 | Iter 017300 | Step 0017301 | G-Cycle: 0.1444 | G-L1: 0.1340 | G-Adv: 1.3142 | Gc-Adv: 1.6472 | G-Sum: 3.1006 | D: 2.7539 | Dc: 2.5535
Epoch 000 | Iter 017400 | Step 0017401 | G-Cycle: 0.1260 | G-L1: 0.1197 | G-Adv: 1.2486 | Gc-Adv: 1.6890 | G-Sum: 3.0605 | D: 2.9027 | Dc: 2.7127
Epoch 000 | Iter 017500 | Step 0017501 | G-Cycle: 0.1460 | G-L1: 0.1342 | G-Adv: 1.3291 | Gc-Adv: 1.6050 | G-Sum: 3.0741 | D: 2.7820 | Dc: 2.6122
Epoch 000 | Iter 017600 | Step 0017601 | G-Cycle: 0.1545 | G-L1: 0.1316 | G-Adv: 1.3130 | Gc-Adv: 1.7424 | G-Sum: 3.1984 | D: 2.7679 | Dc: 2.6882
Epoch 000 | Iter 017700 | Step 0017701 | G-Cycle: 0.1593 | G-L1: 0.1569 | G-Adv: 1.3745 | Gc-Adv: 1.6508 | G-Sum: 3.1834 | D: 2.7717 | Dc: 2.8231
Epoch 000 | Iter 017800 | Step 0017801 | G-Cycle: 0.1866 | G-L1: 0.1374 | G-Adv: 1.4583 | Gc-Adv: 1.6535 | G-Sum: 3.2738 | D: 2.7830 | Dc: 2.6960
Epoch 000 | Iter 017900 | Step 0017901 | G-Cycle: 0.1635 | G-L1: 0.1529 | G-Adv: 1.4860 | Gc-Adv: 1.6779 | G-Sum: 3.3221 | D: 2.7760 | Dc: 2.7196
Epoch 000 | Iter 018000 | Step 0018001 | G-Cycle: 0.1798 | G-L1: 0.1371 | G-Adv: 1.3387 | Gc-Adv: 1.5633 | G-Sum: 3.0604 | D: 2.7727 | Dc: 2.5827
Epoch 000 | Iter 018100 | Step 0018101 | G-Cycle: 0.1366 | G-L1: 0.1134 | G-Adv: 1.4109 | Gc-Adv: 1.6410 | G-Sum: 3.1769 | D: 2.7607 | Dc: 2.6939
Epoch 000 | Iter 018200 | Step 0018201 | G-Cycle: 0.1605 | G-L1: 0.1438 | G-Adv: 1.1512 | Gc-Adv: 1.7738 | G-Sum: 3.0772 | D: 2.7771 | Dc: 2.6149
Epoch 000 | Iter 018300 | Step 0018301 | G-Cycle: 0.1579 | G-L1: 0.1278 | G-Adv: 1.4215 | Gc-Adv: 1.7194 | G-Sum: 3.2837 | D: 2.7738 | Dc: 2.6074
Epoch 000 | Iter 018400 | Step 0018401 | G-Cycle: 0.1472 | G-L1: 0.1300 | G-Adv: 1.1906 | Gc-Adv: 1.6342 | G-Sum: 2.9633 | D: 2.7985 | Dc: 2.6288
Epoch 000 | Iter 018500 | Step 0018501 | G-Cycle: 0.1473 | G-L1: 0.1268 | G-Adv: 1.3379 | Gc-Adv: 1.7259 | G-Sum: 3.2008 | D: 2.7749 | Dc: 2.6322
Epoch 000 | Iter 018600 | Step 0018601 | G-Cycle: 0.1662 | G-L1: 0.1490 | G-Adv: 1.4536 | Gc-Adv: 1.5909 | G-Sum: 3.2022 | D: 2.7790 | Dc: 2.4845
Epoch 000 | Iter 018700 | Step 0018701 | G-Cycle: 0.1457 | G-L1: 0.1213 | G-Adv: 1.4562 | Gc-Adv: 1.6704 | G-Sum: 3.2601 | D: 2.7985 | Dc: 2.6437
Epoch 000 | Iter 018800 | Step 0018801 | G-Cycle: 0.1433 | G-L1: 0.1159 | G-Adv: 1.4336 | Gc-Adv: 1.7272 | G-Sum: 3.2904 | D: 2.8259 | Dc: 2.5138
Epoch 000 | Iter 018900 | Step 0018901 | G-Cycle: 0.1328 | G-L1: 0.1178 | G-Adv: 1.6072 | Gc-Adv: 1.6474 | G-Sum: 3.3798 | D: 2.7979 | Dc: 2.5569
Epoch 000 | Iter 019000 | Step 0019001 | G-Cycle: 0.1273 | G-L1: 0.1329 | G-Adv: 1.3395 | Gc-Adv: 1.7923 | G-Sum: 3.2619 | D: 2.7829 | Dc: 2.5478
Epoch 000 | Iter 019100 | Step 0019101 | G-Cycle: 0.1528 | G-L1: 0.1261 | G-Adv: 1.4707 | Gc-Adv: 1.8729 | G-Sum: 3.4830 | D: 2.7781 | Dc: 2.5280
Epoch 000 | Iter 019200 | Step 0019201 | G-Cycle: 0.1215 | G-L1: 0.1083 | G-Adv: 1.3548 | Gc-Adv: 1.4986 | G-Sum: 2.9682 | D: 2.7745 | Dc: 2.8445
Epoch 000 | Iter 019300 | Step 0019301 | G-Cycle: 0.1308 | G-L1: 0.1307 | G-Adv: 1.5360 | Gc-Adv: 1.5387 | G-Sum: 3.2055 | D: 2.7750 | Dc: 2.8036
Epoch 000 | Iter 019400 | Step 0019401 | G-Cycle: 0.1679 | G-L1: 0.1556 | G-Adv: 1.5860 | Gc-Adv: 1.6872 | G-Sum: 3.4350 | D: 2.7751 | Dc: 2.6548
Epoch 000 | Iter 019500 | Step 0019501 | G-Cycle: 0.1342 | G-L1: 0.1275 | G-Adv: 1.4493 | Gc-Adv: 1.5644 | G-Sum: 3.1446 | D: 2.7673 | Dc: 2.5741
Epoch 000 | Iter 019600 | Step 0019601 | G-Cycle: 0.1491 | G-L1: 0.1201 | G-Adv: 1.4004 | Gc-Adv: 2.0657 | G-Sum: 3.6006 | D: 2.7703 | Dc: 2.7048
Epoch 000 | Iter 019700 | Step 0019701 | G-Cycle: 0.1269 | G-L1: 0.1115 | G-Adv: 1.3076 | Gc-Adv: 1.7307 | G-Sum: 3.1575 | D: 2.7749 | Dc: 2.6890
Epoch 000 | Iter 019800 | Step 0019801 | G-Cycle: 0.1562 | G-L1: 0.1183 | G-Adv: 1.0144 | Gc-Adv: 1.7255 | G-Sum: 2.8771 | D: 2.8145 | Dc: 2.6885
Epoch 000 | Iter 019900 | Step 0019901 | G-Cycle: 0.1358 | G-L1: 0.1195 | G-Adv: 1.3476 | Gc-Adv: 1.7174 | G-Sum: 3.1927 | D: 2.7724 | Dc: 2.8399
Epoch 000 | Iter 020000 | Step 0020001 | G-Cycle: 0.1283 | G-L1: 0.1144 | G-Adv: 1.3642 | Gc-Adv: 1.8473 | G-Sum: 3.3328 | D: 2.7763 | Dc: 2.7292
Epoch 000 | Iter 020100 | Step 0020101 | G-Cycle: 0.1312 | G-L1: 0.1167 | G-Adv: 1.4541 | Gc-Adv: 1.7336 | G-Sum: 3.3116 | D: 2.7705 | Dc: 2.6254
Epoch 000 | Iter 020200 | Step 0020201 | G-Cycle: 0.1553 | G-L1: 0.1173 | G-Adv: 1.3842 | Gc-Adv: 1.7458 | G-Sum: 3.2663 | D: 2.7754 | Dc: 2.7173
Epoch 000 | Iter 020300 | Step 0020301 | G-Cycle: 0.1380 | G-L1: 0.1299 | G-Adv: 1.4138 | Gc-Adv: 1.7607 | G-Sum: 3.3085 | D: 2.7786 | Dc: 2.5762
Epoch 000 | Iter 020400 | Step 0020401 | G-Cycle: 0.1615 | G-L1: 0.1246 | G-Adv: 1.4891 | Gc-Adv: 1.6351 | G-Sum: 3.2673 | D: 2.7711 | Dc: 2.6876
Epoch 000 | Iter 020500 | Step 0020501 | G-Cycle: 0.1482 | G-L1: 0.1105 | G-Adv: 1.3871 | Gc-Adv: 1.6824 | G-Sum: 3.1989 | D: 2.7744 | Dc: 2.5948
Epoch 000 | Iter 020600 | Step 0020601 | G-Cycle: 0.1528 | G-L1: 0.1380 | G-Adv: 1.5442 | Gc-Adv: 1.5314 | G-Sum: 3.2209 | D: 2.7864 | Dc: 2.6279
Epoch 000 | Iter 020700 | Step 0020701 | G-Cycle: 0.1673 | G-L1: 0.1453 | G-Adv: 1.4198 | Gc-Adv: 1.7210 | G-Sum: 3.2970 | D: 2.7687 | Dc: 2.5742
Epoch 000 | Iter 020800 | Step 0020801 | G-Cycle: 0.1707 | G-L1: 0.1442 | G-Adv: 1.4888 | Gc-Adv: 1.7329 | G-Sum: 3.3792 | D: 2.7999 | Dc: 2.5248
Epoch 000 | Iter 020900 | Step 0020901 | G-Cycle: 0.1486 | G-L1: 0.1252 | G-Adv: 1.3981 | Gc-Adv: 1.8434 | G-Sum: 3.3785 | D: 2.7893 | Dc: 2.5350
Epoch 000 | Iter 021000 | Step 0021001 | G-Cycle: 0.1345 | G-L1: 0.1145 | G-Adv: 1.3020 | Gc-Adv: 1.6308 | G-Sum: 3.0574 | D: 2.7845 | Dc: 2.8951
Epoch 000 | Iter 021100 | Step 0021101 | G-Cycle: 0.1537 | G-L1: 0.1321 | G-Adv: 1.8892 | Gc-Adv: 1.7308 | G-Sum: 3.7628 | D: 2.8210 | Dc: 2.5703
Epoch 000 | Iter 021200 | Step 0021201 | G-Cycle: 0.1597 | G-L1: 0.1290 | G-Adv: 1.3915 | Gc-Adv: 1.7000 | G-Sum: 3.2359 | D: 2.7691 | Dc: 2.5978
Epoch 000 | Iter 021300 | Step 0021301 | G-Cycle: 0.1495 | G-L1: 0.1274 | G-Adv: 1.4491 | Gc-Adv: 1.7329 | G-Sum: 3.3205 | D: 2.8488 | Dc: 2.5829
Epoch 000 | Iter 021400 | Step 0021401 | G-Cycle: 0.1405 | G-L1: 0.1144 | G-Adv: 1.3148 | Gc-Adv: 1.8405 | G-Sum: 3.2827 | D: 2.7782 | Dc: 2.7367
Epoch 000 | Iter 021500 | Step 0021501 | G-Cycle: 0.1444 | G-L1: 0.1243 | G-Adv: 1.3457 | Gc-Adv: 1.6835 | G-Sum: 3.1635 | D: 2.7775 | Dc: 2.6967
Epoch 000 | Iter 021600 | Step 0021601 | G-Cycle: 0.1497 | G-L1: 0.1214 | G-Adv: 1.3478 | Gc-Adv: 1.8299 | G-Sum: 3.3133 | D: 2.8025 | Dc: 2.6431
Epoch 000 | Iter 021700 | Step 0021701 | G-Cycle: 0.1435 | G-L1: 0.1261 | G-Adv: 1.4331 | Gc-Adv: 1.6349 | G-Sum: 3.2028 | D: 2.7870 | Dc: 2.7645
Epoch 000 | Iter 021800 | Step 0021801 | G-Cycle: 0.1668 | G-L1: 0.1382 | G-Adv: 1.3672 | Gc-Adv: 1.9808 | G-Sum: 3.5005 | D: 2.7833 | Dc: 2.6112
Epoch 000 | Iter 021900 | Step 0021901 | G-Cycle: 0.1352 | G-L1: 0.1093 | G-Adv: 1.4053 | Gc-Adv: 1.6908 | G-Sum: 3.2184 | D: 2.7702 | Dc: 2.6425
Epoch 000 | Iter 022000 | Step 0022001 | G-Cycle: 0.1382 | G-L1: 0.1121 | G-Adv: 1.4696 | Gc-Adv: 1.6884 | G-Sum: 3.2832 | D: 2.8111 | Dc: 2.7503
Epoch 000 | Iter 022100 | Step 0022101 | G-Cycle: 0.1548 | G-L1: 0.1380 | G-Adv: 1.3286 | Gc-Adv: 1.5890 | G-Sum: 3.0640 | D: 2.7832 | Dc: 2.8568
Epoch 000 | Iter 022200 | Step 0022201 | G-Cycle: 0.1746 | G-L1: 0.1377 | G-Adv: 1.4034 | Gc-Adv: 1.6053 | G-Sum: 3.1648 | D: 2.7704 | Dc: 2.6831
Epoch 000 | Iter 022300 | Step 0022301 | G-Cycle: 0.1495 | G-L1: 0.1194 | G-Adv: 1.3982 | Gc-Adv: 1.8067 | G-Sum: 3.3394 | D: 2.7734 | Dc: 2.5968
Epoch 000 | Iter 022400 | Step 0022401 | G-Cycle: 0.1654 | G-L1: 0.1547 | G-Adv: 1.5330 | Gc-Adv: 1.7358 | G-Sum: 3.4289 | D: 2.8349 | Dc: 2.5488
Epoch 000 | Iter 022500 | Step 0022501 | G-Cycle: 0.1421 | G-L1: 0.1243 | G-Adv: 1.5056 | Gc-Adv: 1.7607 | G-Sum: 3.3995 | D: 2.8228 | Dc: 2.6039
Epoch 000 | Iter 022600 | Step 0022601 | G-Cycle: 0.1640 | G-L1: 0.1354 | G-Adv: 1.4785 | Gc-Adv: 1.6935 | G-Sum: 3.3217 | D: 2.7717 | Dc: 2.5398
Epoch 000 | Iter 022700 | Step 0022701 | G-Cycle: 0.1664 | G-L1: 0.1429 | G-Adv: 1.4925 | Gc-Adv: 1.7165 | G-Sum: 3.3636 | D: 2.7805 | Dc: 2.6803
Epoch 000 | Iter 022800 | Step 0022801 | G-Cycle: 0.1432 | G-L1: 0.1236 | G-Adv: 1.2579 | Gc-Adv: 1.8726 | G-Sum: 3.2640 | D: 2.7786 | Dc: 2.4731
Epoch 000 | Iter 022900 | Step 0022901 | G-Cycle: 0.1581 | G-L1: 0.1333 | G-Adv: 1.5635 | Gc-Adv: 1.6641 | G-Sum: 3.3733 | D: 2.7638 | Dc: 2.7364
Epoch 000 | Iter 023000 | Step 0023001 | G-Cycle: 0.1639 | G-L1: 0.1311 | G-Adv: 1.1119 | Gc-Adv: 1.5506 | G-Sum: 2.8100 | D: 2.7808 | Dc: 2.6655
Epoch 000 | Iter 023100 | Step 0023101 | G-Cycle: 0.1416 | G-L1: 0.1370 | G-Adv: 1.3533 | Gc-Adv: 1.6954 | G-Sum: 3.1880 | D: 2.7725 | Dc: 2.8656
Epoch 000 | Iter 023200 | Step 0023201 | G-Cycle: 0.1831 | G-L1: 0.1349 | G-Adv: 1.5639 | Gc-Adv: 1.8964 | G-Sum: 3.6193 | D: 2.7756 | Dc: 2.7752
Epoch 000 | Iter 023300 | Step 0023301 | G-Cycle: 0.1764 | G-L1: 0.1382 | G-Adv: 1.5271 | Gc-Adv: 1.7388 | G-Sum: 3.4232 | D: 2.7742 | Dc: 2.4269
Epoch 000 | Iter 023400 | Step 0023401 | G-Cycle: 0.1477 | G-L1: 0.1294 | G-Adv: 1.2817 | Gc-Adv: 1.8306 | G-Sum: 3.2509 | D: 2.7813 | Dc: 2.7344
Epoch 000 | Iter 023500 | Step 0023501 | G-Cycle: 0.1512 | G-L1: 0.1377 | G-Adv: 1.8778 | Gc-Adv: 1.9241 | G-Sum: 3.9464 | D: 3.0076 | Dc: 2.6541
Epoch 000 | Iter 023600 | Step 0023601 | G-Cycle: 0.1409 | G-L1: 0.1325 | G-Adv: 1.3514 | Gc-Adv: 1.8494 | G-Sum: 3.3375 | D: 2.7810 | Dc: 2.8480
Epoch 000 | Iter 023700 | Step 0023701 | G-Cycle: 0.1719 | G-L1: 0.1332 | G-Adv: 1.1989 | Gc-Adv: 1.6441 | G-Sum: 2.9955 | D: 2.8008 | Dc: 2.5047
Epoch 000 | Iter 023800 | Step 0023801 | G-Cycle: 0.1565 | G-L1: 0.1319 | G-Adv: 1.3922 | Gc-Adv: 1.8438 | G-Sum: 3.3801 | D: 2.7869 | Dc: 2.6134
Epoch 000 | Iter 023900 | Step 0023901 | G-Cycle: 0.1660 | G-L1: 0.1205 | G-Adv: 1.3487 | Gc-Adv: 1.7970 | G-Sum: 3.2889 | D: 2.8017 | Dc: 2.6767
Epoch 000 | Iter 024000 | Step 0024001 | G-Cycle: 0.1648 | G-L1: 0.1226 | G-Adv: 1.3213 | Gc-Adv: 1.7591 | G-Sum: 3.2241 | D: 2.7726 | Dc: 2.6520
Epoch 000 | Iter 024100 | Step 0024101 | G-Cycle: 0.1499 | G-L1: 0.1271 | G-Adv: 1.2953 | Gc-Adv: 1.7782 | G-Sum: 3.2120 | D: 2.7748 | Dc: 2.6490
Epoch 000 | Iter 024200 | Step 0024201 | G-Cycle: 0.1593 | G-L1: 0.1586 | G-Adv: 1.3589 | Gc-Adv: 1.6237 | G-Sum: 3.1415 | D: 2.7556 | Dc: 2.5680
Epoch 000 | Iter 024300 | Step 0024301 | G-Cycle: 0.1549 | G-L1: 0.1308 | G-Adv: 1.3649 | Gc-Adv: 1.8088 | G-Sum: 3.3166 | D: 2.7485 | Dc: 2.5267
Epoch 000 | Iter 024400 | Step 0024401 | G-Cycle: 0.1620 | G-L1: 0.1457 | G-Adv: 1.2897 | Gc-Adv: 1.9202 | G-Sum: 3.3637 | D: 2.7725 | Dc: 2.3358
Epoch 000 | Iter 024500 | Step 0024501 | G-Cycle: 0.1553 | G-L1: 0.1324 | G-Adv: 1.3637 | Gc-Adv: 1.7547 | G-Sum: 3.2622 | D: 2.7815 | Dc: 2.5680
Epoch 000 | Iter 024600 | Step 0024601 | G-Cycle: 0.1330 | G-L1: 0.1106 | G-Adv: 1.3616 | Gc-Adv: 1.7819 | G-Sum: 3.2653 | D: 2.7728 | Dc: 2.9010
Epoch 000 | Iter 024700 | Step 0024701 | G-Cycle: 0.1474 | G-L1: 0.1254 | G-Adv: 1.3638 | Gc-Adv: 1.6202 | G-Sum: 3.1204 | D: 2.7792 | Dc: 2.6837
Epoch 000 | Iter 024800 | Step 0024801 | G-Cycle: 0.1547 | G-L1: 0.1341 | G-Adv: 1.4227 | Gc-Adv: 1.8602 | G-Sum: 3.4273 | D: 2.8236 | Dc: 2.4273
Epoch 000 | Iter 024900 | Step 0024901 | G-Cycle: 0.1707 | G-L1: 0.1390 | G-Adv: 1.3440 | Gc-Adv: 1.7583 | G-Sum: 3.2572 | D: 2.7752 | Dc: 2.6765
Epoch 000 | Iter 025000 | Step 0025001 | G-Cycle: 0.1284 | G-L1: 0.1098 | G-Adv: 1.4194 | Gc-Adv: 1.5980 | G-Sum: 3.1366 | D: 2.7856 | Dc: 2.6779
Epoch 000 | Iter 025100 | Step 0025101 | G-Cycle: 0.1458 | G-L1: 0.1279 | G-Adv: 1.4877 | Gc-Adv: 1.7500 | G-Sum: 3.3745 | D: 2.8236 | Dc: 2.6822
Epoch 000 | Iter 025200 | Step 0025201 | G-Cycle: 0.1667 | G-L1: 0.1392 | G-Adv: 1.4017 | Gc-Adv: 2.0307 | G-Sum: 3.5854 | D: 2.8135 | Dc: 2.4554
Epoch 000 | Iter 025300 | Step 0025301 | G-Cycle: 0.1528 | G-L1: 0.1305 | G-Adv: 1.4384 | Gc-Adv: 1.7873 | G-Sum: 3.3673 | D: 2.7747 | Dc: 2.5881
Epoch 000 | Iter 025400 | Step 0025401 | G-Cycle: 0.1502 | G-L1: 0.1209 | G-Adv: 1.3791 | Gc-Adv: 1.9099 | G-Sum: 3.4245 | D: 2.7981 | Dc: 2.6456
Epoch 000 | Iter 025500 | Step 0025501 | G-Cycle: 0.1422 | G-L1: 0.1223 | G-Adv: 1.4319 | Gc-Adv: 1.7311 | G-Sum: 3.2953 | D: 2.7854 | Dc: 2.6667
Epoch 000 | Iter 025600 | Step 0025601 | G-Cycle: 0.1715 | G-L1: 0.1339 | G-Adv: 1.3925 | Gc-Adv: 1.8103 | G-Sum: 3.3555 | D: 2.7589 | Dc: 2.7449
Epoch 000 | Iter 025700 | Step 0025701 | G-Cycle: 0.1649 | G-L1: 0.1387 | G-Adv: 1.3498 | Gc-Adv: 1.9079 | G-Sum: 3.4095 | D: 2.7801 | Dc: 2.5546
Epoch 000 | Iter 025800 | Step 0025801 | G-Cycle: 0.1293 | G-L1: 0.1178 | G-Adv: 1.3287 | Gc-Adv: 1.8946 | G-Sum: 3.3469 | D: 2.7716 | Dc: 2.6236
Epoch 000 | Iter 025900 | Step 0025901 | G-Cycle: 0.1517 | G-L1: 0.1269 | G-Adv: 1.2412 | Gc-Adv: 1.7858 | G-Sum: 3.1663 | D: 2.7692 | Dc: 2.5144
Epoch 000 | Iter 026000 | Step 0026001 | G-Cycle: 0.1876 | G-L1: 0.1368 | G-Adv: 1.4000 | Gc-Adv: 1.6924 | G-Sum: 3.2546 | D: 2.7981 | Dc: 2.4718
Epoch 000 | Iter 026100 | Step 0026101 | G-Cycle: 0.1471 | G-L1: 0.1285 | G-Adv: 1.2848 | Gc-Adv: 1.6974 | G-Sum: 3.1200 | D: 2.7809 | Dc: 2.4604
Epoch 000 | Iter 026200 | Step 0026201 | G-Cycle: 0.1674 | G-L1: 0.1439 | G-Adv: 1.4039 | Gc-Adv: 1.5907 | G-Sum: 3.1502 | D: 2.7607 | Dc: 2.6134
Epoch 000 | Iter 026300 | Step 0026301 | G-Cycle: 0.1445 | G-L1: 0.1113 | G-Adv: 1.3197 | Gc-Adv: 1.7442 | G-Sum: 3.1918 | D: 2.7740 | Dc: 2.6349
Epoch 000 | Iter 026400 | Step 0026401 | G-Cycle: 0.1400 | G-L1: 0.1504 | G-Adv: 1.3797 | Gc-Adv: 1.7913 | G-Sum: 3.3163 | D: 2.7606 | Dc: 2.5763
Epoch 000 | Iter 026500 | Step 0026501 | G-Cycle: 0.1851 | G-L1: 0.1467 | G-Adv: 1.4731 | Gc-Adv: 1.9269 | G-Sum: 3.5659 | D: 2.8812 | Dc: 2.4272
Epoch 000 | Iter 026600 | Step 0026601 | G-Cycle: 0.2197 | G-L1: 0.1353 | G-Adv: 1.4285 | Gc-Adv: 1.7674 | G-Sum: 3.3734 | D: 2.7835 | Dc: 2.6641
Epoch 000 | Iter 026700 | Step 0026701 | G-Cycle: 0.1513 | G-L1: 0.1346 | G-Adv: 1.3758 | Gc-Adv: 1.8373 | G-Sum: 3.3561 | D: 2.7684 | Dc: 2.5904
Epoch 000 | Iter 026800 | Step 0026801 | G-Cycle: 0.1707 | G-L1: 0.1333 | G-Adv: 1.4299 | Gc-Adv: 1.8407 | G-Sum: 3.4226 | D: 2.7779 | Dc: 2.3372
Epoch 000 | Iter 026900 | Step 0026901 | G-Cycle: 0.1546 | G-L1: 0.1305 | G-Adv: 1.4774 | Gc-Adv: 1.6210 | G-Sum: 3.2409 | D: 2.7501 | Dc: 2.6453
