Epoch 000 | Iter 001600 | Step 0001601 | G-Cycle: 0.2811 | G-L1: 0.2332 | G-Adv: 1.4995 | Gc-Adv: 1.6862 | G-Sum: 3.4429 | D: 2.6991 | Dc: 2.6681
Epoch 000 | Iter 001700 | Step 0001701 | G-Cycle: 0.2306 | G-L1: 0.2004 | G-Adv: 1.5810 | Gc-Adv: 1.5521 | G-Sum: 3.3486 | D: 3.0383 | Dc: 2.8875
Epoch 000 | Iter 001800 | Step 0001801 | G-Cycle: 0.2396 | G-L1: 0.1980 | G-Adv: 1.2624 | Gc-Adv: 1.5612 | G-Sum: 3.0424 | D: 2.7110 | Dc: 2.8090
Epoch 000 | Iter 001900 | Step 0001901 | G-Cycle: 0.1661 | G-L1: 0.1725 | G-Adv: 1.3478 | Gc-Adv: 1.5509 | G-Sum: 3.0680 | D: 2.7794 | Dc: 2.8020
Epoch 000 | Iter 002000 | Step 0002001 | G-Cycle: 0.1573 | G-L1: 0.1603 | G-Adv: 1.2683 | Gc-Adv: 1.5246 | G-Sum: 2.9517 | D: 2.7918 | Dc: 2.7473
Epoch 000 | Iter 002100 | Step 0002101 | G-Cycle: 0.2324 | G-L1: 0.1843 | G-Adv: 1.2743 | Gc-Adv: 1.5584 | G-Sum: 3.0411 | D: 2.7854 | Dc: 2.6784
Epoch 000 | Iter 002200 | Step 0002201 | G-Cycle: 0.2287 | G-L1: 0.2020 | G-Adv: 1.8161 | Gc-Adv: 1.6895 | G-Sum: 3.7209 | D: 2.8338 | Dc: 2.6886
Epoch 000 | Iter 002300 | Step 0002301 | G-Cycle: 0.1669 | G-L1: 0.1565 | G-Adv: 1.3718 | Gc-Adv: 1.7543 | G-Sum: 3.2878 | D: 2.7662 | Dc: 2.5984
Epoch 000 | Iter 002400 | Step 0002401 | G-Cycle: 0.2784 | G-L1: 0.1982 | G-Adv: 1.1261 | Gc-Adv: 1.8555 | G-Sum: 3.2199 | D: 2.8134 | Dc: 2.4396
Epoch 000 | Iter 002500 | Step 0002501 | G-Cycle: 0.2222 | G-L1: 0.1817 | G-Adv: 1.4207 | Gc-Adv: 1.8448 | G-Sum: 3.4675 | D: 2.7735 | Dc: 2.7053
Epoch 000 | Iter 002600 | Step 0002601 | G-Cycle: 0.2169 | G-L1: 0.2031 | G-Adv: 1.2377 | Gc-Adv: 1.8499 | G-Sum: 3.2976 | D: 2.8043 | Dc: 2.7801
Epoch 000 | Iter 002700 | Step 0002701 | G-Cycle: 0.2323 | G-L1: 0.2399 | G-Adv: 1.2865 | Gc-Adv: 2.0417 | G-Sum: 3.5642 | D: 3.5141 | Dc: 2.5279
Epoch 000 | Iter 002800 | Step 0002801 | G-Cycle: 0.3230 | G-L1: 0.2792 | G-Adv: 1.4322 | Gc-Adv: 2.1915 | G-Sum: 3.9247 | D: 2.7830 | Dc: 2.6756
Epoch 000 | Iter 002900 | Step 0002901 | G-Cycle: 0.2464 | G-L1: 0.1976 | G-Adv: 0.9955 | Gc-Adv: 1.9577 | G-Sum: 3.1753 | D: 2.7755 | Dc: 2.5549
Epoch 000 | Iter 003000 | Step 0003001 | G-Cycle: 0.2476 | G-L1: 0.2453 | G-Adv: 1.4000 | Gc-Adv: 2.0293 | G-Sum: 3.6758 | D: 2.7522 | Dc: 2.7832
Epoch 000 | Iter 003100 | Step 0003101 | G-Cycle: 0.2943 | G-L1: 0.2440 | G-Adv: 1.2657 | Gc-Adv: 1.9433 | G-Sum: 3.4781 | D: 2.6895 | Dc: 2.5366
Epoch 000 | Iter 003200 | Step 0003201 | G-Cycle: 0.2481 | G-L1: 0.1975 | G-Adv: 1.3394 | Gc-Adv: 1.9084 | G-Sum: 3.4706 | D: 2.7320 | Dc: 2.7470
Epoch 000 | Iter 003300 | Step 0003301 | G-Cycle: 0.2791 | G-L1: 0.1763 | G-Adv: 1.6222 | Gc-Adv: 1.6955 | G-Sum: 3.5454 | D: 2.7827 | Dc: 2.8806
Epoch 000 | Iter 003400 | Step 0003401 | G-Cycle: 0.2535 | G-L1: 0.1939 | G-Adv: 1.5504 | Gc-Adv: 1.7663 | G-Sum: 3.5404 | D: 2.8086 | Dc: 2.6000
Epoch 000 | Iter 003500 | Step 0003501 | G-Cycle: 0.2449 | G-L1: 0.1940 | G-Adv: 1.1415 | Gc-Adv: 1.7196 | G-Sum: 3.0805 | D: 2.8493 | Dc: 2.5667
Epoch 000 | Iter 003600 | Step 0003601 | G-Cycle: 0.2517 | G-L1: 0.1996 | G-Adv: 1.4581 | Gc-Adv: 1.9617 | G-Sum: 3.6455 | D: 2.7370 | Dc: 2.7486
Epoch 000 | Iter 003700 | Step 0003701 | G-Cycle: 0.2242 | G-L1: 0.1789 | G-Adv: 1.3853 | Gc-Adv: 1.7950 | G-Sum: 3.3818 | D: 2.8038 | Dc: 2.5914
Epoch 000 | Iter 003800 | Step 0003801 | G-Cycle: 0.2556 | G-L1: 0.2037 | G-Adv: 1.1822 | Gc-Adv: 1.5553 | G-Sum: 2.9671 | D: 2.8595 | Dc: 2.7476
Epoch 000 | Iter 003900 | Step 0003901 | G-Cycle: 0.2116 | G-L1: 0.2001 | G-Adv: 1.5422 | Gc-Adv: 1.6428 | G-Sum: 3.3908 | D: 2.7533 | Dc: 2.8203
Epoch 000 | Iter 004000 | Step 0004001 | G-Cycle: 0.2128 | G-L1: 0.1727 | G-Adv: 1.4101 | Gc-Adv: 1.7799 | G-Sum: 3.3827 | D: 2.7575 | Dc: 2.6553
Epoch 000 | Iter 004100 | Step 0004101 | G-Cycle: 0.2717 | G-L1: 0.2008 | G-Adv: 1.2092 | Gc-Adv: 1.6599 | G-Sum: 3.1054 | D: 2.8912 | Dc: 2.5302
Epoch 000 | Iter 004200 | Step 0004201 | G-Cycle: 0.2045 | G-L1: 0.1731 | G-Adv: 1.4299 | Gc-Adv: 1.5667 | G-Sum: 3.1855 | D: 2.8374 | Dc: 2.7574
Epoch 000 | Iter 004300 | Step 0004301 | G-Cycle: 0.2308 | G-L1: 0.2059 | G-Adv: 1.4650 | Gc-Adv: 1.5558 | G-Sum: 3.2391 | D: 2.6715 | Dc: 2.7098
Epoch 000 | Iter 004400 | Step 0004401 | G-Cycle: 0.1891 | G-L1: 0.1684 | G-Adv: 1.9738 | Gc-Adv: 1.5259 | G-Sum: 3.6785 | D: 2.7592 | Dc: 2.7454
Epoch 000 | Iter 004500 | Step 0004501 | G-Cycle: 0.2302 | G-L1: 0.1750 | G-Adv: 1.6906 | Gc-Adv: 1.6503 | G-Sum: 3.5436 | D: 2.7618 | Dc: 2.7367
Epoch 000 | Iter 004600 | Step 0004601 | G-Cycle: 0.2083 | G-L1: 0.1887 | G-Adv: 1.2888 | Gc-Adv: 1.5892 | G-Sum: 3.0765 | D: 2.7226 | Dc: 2.7859
Epoch 000 | Iter 004700 | Step 0004701 | G-Cycle: 0.1741 | G-L1: 0.1554 | G-Adv: 1.3273 | Gc-Adv: 1.5176 | G-Sum: 3.0096 | D: 2.7837 | Dc: 2.7197
Epoch 000 | Iter 004800 | Step 0004801 | G-Cycle: 0.1954 | G-L1: 0.1712 | G-Adv: 1.3646 | Gc-Adv: 1.5802 | G-Sum: 3.1281 | D: 2.7802 | Dc: 2.7002
Epoch 000 | Iter 004900 | Step 0004901 | G-Cycle: 0.1730 | G-L1: 0.1369 | G-Adv: 1.3871 | Gc-Adv: 1.6626 | G-Sum: 3.2047 | D: 2.8005 | Dc: 2.8747
Epoch 000 | Iter 005000 | Step 0005001 | G-Cycle: 0.2100 | G-L1: 0.1692 | G-Adv: 1.3083 | Gc-Adv: 1.6182 | G-Sum: 3.1161 | D: 2.8963 | Dc: 2.6210
Epoch 000 | Iter 005100 | Step 0005101 | G-Cycle: 0.2421 | G-L1: 0.1580 | G-Adv: 1.4084 | Gc-Adv: 1.6595 | G-Sum: 3.2680 | D: 2.7836 | Dc: 2.7479
Epoch 000 | Iter 005200 | Step 0005201 | G-Cycle: 0.1626 | G-L1: 0.1417 | G-Adv: 1.4145 | Gc-Adv: 1.4235 | G-Sum: 2.9901 | D: 2.7917 | Dc: 2.9480
Epoch 000 | Iter 005300 | Step 0005301 | G-Cycle: 0.2469 | G-L1: 0.1890 | G-Adv: 1.3122 | Gc-Adv: 1.5040 | G-Sum: 3.0341 | D: 2.7813 | Dc: 2.8014
Epoch 000 | Iter 005400 | Step 0005401 | G-Cycle: 0.1749 | G-L1: 0.1572 | G-Adv: 1.4939 | Gc-Adv: 1.4318 | G-Sum: 3.0918 | D: 2.7804 | Dc: 2.8391
Epoch 000 | Iter 005500 | Step 0005501 | G-Cycle: 0.2186 | G-L1: 0.1580 | G-Adv: 1.4048 | Gc-Adv: 1.5729 | G-Sum: 3.1660 | D: 2.9085 | Dc: 2.6719
Epoch 000 | Iter 005600 | Step 0005601 | G-Cycle: 0.1649 | G-L1: 0.1598 | G-Adv: 1.5289 | Gc-Adv: 1.6057 | G-Sum: 3.2970 | D: 2.7809 | Dc: 2.7906
Epoch 000 | Iter 005700 | Step 0005701 | G-Cycle: 0.1989 | G-L1: 0.1518 | G-Adv: 1.4024 | Gc-Adv: 1.5214 | G-Sum: 3.0992 | D: 2.7569 | Dc: 2.7191
Epoch 000 | Iter 005800 | Step 0005801 | G-Cycle: 0.1872 | G-L1: 0.1738 | G-Adv: 1.1996 | Gc-Adv: 1.5914 | G-Sum: 2.9715 | D: 2.7858 | Dc: 2.7433
Epoch 000 | Iter 005900 | Step 0005901 | G-Cycle: 0.1792 | G-L1: 0.1514 | G-Adv: 1.3176 | Gc-Adv: 1.4612 | G-Sum: 2.9441 | D: 2.8985 | Dc: 2.8900
Epoch 000 | Iter 006000 | Step 0006001 | G-Cycle: 0.2195 | G-L1: 0.1755 | G-Adv: 1.3249 | Gc-Adv: 1.4470 | G-Sum: 2.9694 | D: 2.7393 | Dc: 2.8890
Epoch 000 | Iter 006100 | Step 0006101 | G-Cycle: 0.1626 | G-L1: 0.1468 | G-Adv: 1.3653 | Gc-Adv: 1.4821 | G-Sum: 3.0021 | D: 2.7832 | Dc: 2.7305
Epoch 000 | Iter 006200 | Step 0006201 | G-Cycle: 0.1967 | G-L1: 0.1679 | G-Adv: 1.2906 | Gc-Adv: 1.5119 | G-Sum: 2.9848 | D: 2.8066 | Dc: 2.7036
Epoch 000 | Iter 006300 | Step 0006301 | G-Cycle: 0.1488 | G-L1: 0.1340 | G-Adv: 1.2587 | Gc-Adv: 1.5242 | G-Sum: 2.9243 | D: 2.6926 | Dc: 2.7480
Epoch 000 | Iter 006400 | Step 0006401 | G-Cycle: 0.2040 | G-L1: 0.1505 | G-Adv: 1.3702 | Gc-Adv: 1.4641 | G-Sum: 3.0116 | D: 2.7478 | Dc: 2.7736
Epoch 000 | Iter 006500 | Step 0006501 | G-Cycle: 0.1523 | G-L1: 0.1325 | G-Adv: 1.4415 | Gc-Adv: 1.4673 | G-Sum: 3.0512 | D: 2.7506 | Dc: 2.7786
Epoch 000 | Iter 006600 | Step 0006601 | G-Cycle: 0.1998 | G-L1: 0.1702 | G-Adv: 1.3968 | Gc-Adv: 1.4628 | G-Sum: 3.0447 | D: 2.7512 | Dc: 2.7235
Epoch 000 | Iter 006700 | Step 0006701 | G-Cycle: 0.1729 | G-L1: 0.1529 | G-Adv: 1.7069 | Gc-Adv: 1.4256 | G-Sum: 3.2954 | D: 2.6775 | Dc: 2.7687
Epoch 000 | Iter 006800 | Step 0006801 | G-Cycle: 0.1678 | G-L1: 0.1304 | G-Adv: 1.7479 | Gc-Adv: 1.5170 | G-Sum: 3.4140 | D: 2.7433 | Dc: 2.7187
Epoch 000 | Iter 006900 | Step 0006901 | G-Cycle: 0.1668 | G-L1: 0.1482 | G-Adv: 1.6306 | Gc-Adv: 1.4935 | G-Sum: 3.2816 | D: 2.7784 | Dc: 2.9542
Epoch 000 | Iter 007000 | Step 0007001 | G-Cycle: 0.1766 | G-L1: 0.1486 | G-Adv: 1.5587 | Gc-Adv: 1.5124 | G-Sum: 3.2337 | D: 2.6222 | Dc: 2.6824
Epoch 000 | Iter 007100 | Step 0007101 | G-Cycle: 0.1883 | G-L1: 0.1619 | G-Adv: 1.2533 | Gc-Adv: 1.5033 | G-Sum: 2.9317 | D: 2.7774 | Dc: 2.7640
Epoch 000 | Iter 007200 | Step 0007201 | G-Cycle: 0.1581 | G-L1: 0.1350 | G-Adv: 1.4008 | Gc-Adv: 1.5105 | G-Sum: 3.0578 | D: 2.7715 | Dc: 2.7730
Epoch 000 | Iter 007300 | Step 0007301 | G-Cycle: 0.2656 | G-L1: 0.1805 | G-Adv: 1.2929 | Gc-Adv: 1.5545 | G-Sum: 3.0704 | D: 2.8428 | Dc: 2.6762
Epoch 000 | Iter 007400 | Step 0007401 | G-Cycle: 0.1611 | G-L1: 0.1620 | G-Adv: 1.4201 | Gc-Adv: 1.4534 | G-Sum: 3.0351 | D: 2.7771 | Dc: 2.7959
Epoch 000 | Iter 007500 | Step 0007501 | G-Cycle: 0.1561 | G-L1: 0.1365 | G-Adv: 1.3257 | Gc-Adv: 1.4986 | G-Sum: 2.9706 | D: 2.8025 | Dc: 2.7687
Epoch 000 | Iter 007600 | Step 0007601 | G-Cycle: 0.1468 | G-L1: 0.1388 | G-Adv: 1.3727 | Gc-Adv: 1.4725 | G-Sum: 2.9880 | D: 2.7933 | Dc: 2.7190
Epoch 000 | Iter 007700 | Step 0007701 | G-Cycle: 0.1700 | G-L1: 0.1501 | G-Adv: 1.3210 | Gc-Adv: 1.5073 | G-Sum: 2.9883 | D: 2.7642 | Dc: 2.7667
Epoch 000 | Iter 007800 | Step 0007801 | G-Cycle: 0.1744 | G-L1: 0.1507 | G-Adv: 1.4511 | Gc-Adv: 1.4448 | G-Sum: 3.0585 | D: 2.7833 | Dc: 2.8297
Epoch 000 | Iter 007900 | Step 0007901 | G-Cycle: 0.1647 | G-L1: 0.1510 | G-Adv: 1.3398 | Gc-Adv: 1.5161 | G-Sum: 3.0137 | D: 2.7595 | Dc: 2.7551
Epoch 000 | Iter 008000 | Step 0008001 | G-Cycle: 0.1513 | G-L1: 0.1363 | G-Adv: 1.2713 | Gc-Adv: 1.5240 | G-Sum: 2.9391 | D: 2.7762 | Dc: 2.8766
Epoch 000 | Iter 008100 | Step 0008101 | G-Cycle: 0.1719 | G-L1: 0.1301 | G-Adv: 1.3881 | Gc-Adv: 1.5384 | G-Sum: 3.0776 | D: 2.7724 | Dc: 2.8538
Epoch 000 | Iter 008200 | Step 0008201 | G-Cycle: 0.1804 | G-L1: 0.1594 | G-Adv: 1.3670 | Gc-Adv: 1.5004 | G-Sum: 3.0373 | D: 2.7795 | Dc: 2.7020
Epoch 000 | Iter 008300 | Step 0008301 | G-Cycle: 0.1624 | G-L1: 0.1455 | G-Adv: 1.2934 | Gc-Adv: 1.4820 | G-Sum: 2.9293 | D: 2.7883 | Dc: 2.7733
Epoch 000 | Iter 008400 | Step 0008401 | G-Cycle: 0.1422 | G-L1: 0.1332 | G-Adv: 1.4212 | Gc-Adv: 1.4860 | G-Sum: 3.0449 | D: 2.7817 | Dc: 2.7878
Epoch 000 | Iter 008500 | Step 0008501 | G-Cycle: 0.1558 | G-L1: 0.1450 | G-Adv: 1.3206 | Gc-Adv: 1.4556 | G-Sum: 2.9266 | D: 2.8635 | Dc: 2.7620
Epoch 000 | Iter 008600 | Step 0008601 | G-Cycle: 0.1527 | G-L1: 0.1316 | G-Adv: 1.5429 | Gc-Adv: 1.4879 | G-Sum: 3.1730 | D: 2.7611 | Dc: 2.7074
Epoch 000 | Iter 008700 | Step 0008701 | G-Cycle: 0.1799 | G-L1: 0.1348 | G-Adv: 1.3411 | Gc-Adv: 1.4898 | G-Sum: 2.9883 | D: 2.7729 | Dc: 2.8318
Epoch 000 | Iter 008800 | Step 0008801 | G-Cycle: 0.1413 | G-L1: 0.1287 | G-Adv: 1.5157 | Gc-Adv: 1.5855 | G-Sum: 3.2362 | D: 2.7863 | Dc: 2.7799
Epoch 000 | Iter 008900 | Step 0008901 | G-Cycle: 0.1756 | G-L1: 0.1508 | G-Adv: 1.6821 | Gc-Adv: 1.4500 | G-Sum: 3.2953 | D: 2.8855 | Dc: 2.8086
Epoch 000 | Iter 009000 | Step 0009001 | G-Cycle: 0.1570 | G-L1: 0.1407 | G-Adv: 1.1590 | Gc-Adv: 1.3969 | G-Sum: 2.7048 | D: 2.8347 | Dc: 2.7724
Epoch 000 | Iter 009100 | Step 0009101 | G-Cycle: 0.1590 | G-L1: 0.1259 | G-Adv: 1.4747 | Gc-Adv: 1.5275 | G-Sum: 3.1447 | D: 2.7863 | Dc: 2.7753
Epoch 000 | Iter 009200 | Step 0009201 | G-Cycle: 0.1367 | G-L1: 0.1438 | G-Adv: 1.2992 | Gc-Adv: 1.5015 | G-Sum: 2.9410 | D: 2.8430 | Dc: 2.7386
Epoch 000 | Iter 009300 | Step 0009301 | G-Cycle: 0.1759 | G-L1: 0.1304 | G-Adv: 1.5298 | Gc-Adv: 1.4364 | G-Sum: 3.1193 | D: 2.7364 | Dc: 2.7042
Epoch 000 | Iter 009400 | Step 0009401 | G-Cycle: 0.1670 | G-L1: 0.1354 | G-Adv: 1.4001 | Gc-Adv: 1.5118 | G-Sum: 3.0631 | D: 2.7721 | Dc: 2.7113
Epoch 000 | Iter 009500 | Step 0009501 | G-Cycle: 0.1399 | G-L1: 0.1231 | G-Adv: 1.0315 | Gc-Adv: 1.4849 | G-Sum: 2.6480 | D: 2.8516 | Dc: 2.7136
Epoch 000 | Iter 009600 | Step 0009601 | G-Cycle: 0.1825 | G-L1: 0.1647 | G-Adv: 1.3646 | Gc-Adv: 1.5031 | G-Sum: 3.0413 | D: 2.7739 | Dc: 2.6685
Epoch 000 | Iter 009700 | Step 0009701 | G-Cycle: 0.1543 | G-L1: 0.1341 | G-Adv: 1.4330 | Gc-Adv: 1.5583 | G-Sum: 3.1355 | D: 2.8513 | Dc: 2.6723
Epoch 000 | Iter 009800 | Step 0009801 | G-Cycle: 0.1555 | G-L1: 0.1457 | G-Adv: 1.4688 | Gc-Adv: 1.6151 | G-Sum: 3.2346 | D: 2.7526 | Dc: 2.7262
Epoch 000 | Iter 009900 | Step 0009901 | G-Cycle: 0.1308 | G-L1: 0.1127 | G-Adv: 1.3937 | Gc-Adv: 1.5060 | G-Sum: 3.0215 | D: 2.7652 | Dc: 2.8196
Epoch 000 | Iter 010000 | Step 0010001 | G-Cycle: 0.1524 | G-L1: 0.1345 | G-Adv: 1.3027 | Gc-Adv: 1.5776 | G-Sum: 3.0238 | D: 2.7760 | Dc: 2.7276
Epoch 000 | Iter 010100 | Step 0010101 | G-Cycle: 0.1560 | G-L1: 0.1429 | G-Adv: 1.2701 | Gc-Adv: 1.6345 | G-Sum: 3.0541 | D: 2.7795 | Dc: 2.6960
Epoch 000 | Iter 010200 | Step 0010201 | G-Cycle: 0.1277 | G-L1: 0.1374 | G-Adv: 1.4671 | Gc-Adv: 1.5432 | G-Sum: 3.1429 | D: 2.7795 | Dc: 2.8048
Epoch 000 | Iter 010300 | Step 0010301 | G-Cycle: 0.1915 | G-L1: 0.1269 | G-Adv: 1.4147 | Gc-Adv: 1.5657 | G-Sum: 3.1396 | D: 2.7770 | Dc: 2.7527
Epoch 000 | Iter 010400 | Step 0010401 | G-Cycle: 0.1327 | G-L1: 0.1292 | G-Adv: 1.2416 | Gc-Adv: 1.5903 | G-Sum: 2.9628 | D: 2.7826 | Dc: 2.7127
Epoch 000 | Iter 010500 | Step 0010501 | G-Cycle: 0.1548 | G-L1: 0.1301 | G-Adv: 1.3637 | Gc-Adv: 1.4904 | G-Sum: 2.9966 | D: 2.7817 | Dc: 2.7805
Epoch 000 | Iter 010600 | Step 0010601 | G-Cycle: 0.1691 | G-L1: 0.1384 | G-Adv: 1.3252 | Gc-Adv: 1.5103 | G-Sum: 2.9892 | D: 2.7782 | Dc: 2.7453
Epoch 000 | Iter 010700 | Step 0010701 | G-Cycle: 0.1739 | G-L1: 0.1290 | G-Adv: 1.4177 | Gc-Adv: 1.6208 | G-Sum: 3.1899 | D: 2.7640 | Dc: 2.7624
Epoch 000 | Iter 010800 | Step 0010801 | G-Cycle: 0.1469 | G-L1: 0.1335 | G-Adv: 1.2808 | Gc-Adv: 1.5157 | G-Sum: 2.9367 | D: 2.7473 | Dc: 2.6754
Epoch 000 | Iter 010900 | Step 0010901 | G-Cycle: 0.1963 | G-L1: 0.1543 | G-Adv: 1.3954 | Gc-Adv: 1.7157 | G-Sum: 3.2864 | D: 2.7859 | Dc: 2.8360
Epoch 000 | Iter 011000 | Step 0011001 | G-Cycle: 0.1267 | G-L1: 0.1226 | G-Adv: 1.3346 | Gc-Adv: 1.4746 | G-Sum: 2.9338 | D: 2.7840 | Dc: 2.6850
Epoch 000 | Iter 011100 | Step 0011101 | G-Cycle: 0.1824 | G-L1: 0.1660 | G-Adv: 1.5004 | Gc-Adv: 1.4595 | G-Sum: 3.1342 | D: 2.7678 | Dc: 2.7503
Epoch 000 | Iter 011200 | Step 0011201 | G-Cycle: 0.1326 | G-L1: 0.1308 | G-Adv: 1.3888 | Gc-Adv: 1.5521 | G-Sum: 3.0726 | D: 2.7739 | Dc: 2.6995
Epoch 000 | Iter 011300 | Step 0011301 | G-Cycle: 0.1379 | G-L1: 0.1317 | G-Adv: 1.4199 | Gc-Adv: 1.4852 | G-Sum: 3.0399 | D: 2.7856 | Dc: 2.7824
Epoch 000 | Iter 011400 | Step 0011401 | G-Cycle: 0.1442 | G-L1: 0.1771 | G-Adv: 1.4099 | Gc-Adv: 1.6801 | G-Sum: 3.2506 | D: 2.7721 | Dc: 2.7971
Epoch 000 | Iter 011500 | Step 0011501 | G-Cycle: 0.2005 | G-L1: 0.1390 | G-Adv: 1.4907 | Gc-Adv: 1.6282 | G-Sum: 3.2887 | D: 2.7676 | Dc: 2.6250
Epoch 000 | Iter 011600 | Step 0011601 | G-Cycle: 0.1624 | G-L1: 0.1512 | G-Adv: 1.6282 | Gc-Adv: 1.5698 | G-Sum: 3.3548 | D: 2.7883 | Dc: 2.7625
Epoch 000 | Iter 011700 | Step 0011701 | G-Cycle: 0.1550 | G-L1: 0.1389 | G-Adv: 1.4562 | Gc-Adv: 1.4409 | G-Sum: 3.0440 | D: 2.7650 | Dc: 2.7110
Epoch 000 | Iter 011800 | Step 0011801 | G-Cycle: 0.1599 | G-L1: 0.1335 | G-Adv: 1.5308 | Gc-Adv: 1.4466 | G-Sum: 3.1241 | D: 2.7791 | Dc: 2.9906
Epoch 000 | Iter 011900 | Step 0011901 | G-Cycle: 0.1516 | G-L1: 0.1274 | G-Adv: 1.3726 | Gc-Adv: 1.5833 | G-Sum: 3.0954 | D: 2.7708 | Dc: 2.7526
Epoch 000 | Iter 012000 | Step 0012001 | G-Cycle: 0.1318 | G-L1: 0.1127 | G-Adv: 1.5670 | Gc-Adv: 1.5876 | G-Sum: 3.2769 | D: 2.7926 | Dc: 2.6171
Epoch 000 | Iter 012100 | Step 0012101 | G-Cycle: 0.1208 | G-L1: 0.1178 | G-Adv: 1.4153 | Gc-Adv: 1.4881 | G-Sum: 3.0227 | D: 2.7742 | Dc: 2.6701
Epoch 000 | Iter 012200 | Step 0012201 | G-Cycle: 0.1357 | G-L1: 0.1220 | G-Adv: 1.3519 | Gc-Adv: 1.4054 | G-Sum: 2.8861 | D: 2.7732 | Dc: 2.8081
Epoch 000 | Iter 012300 | Step 0012301 | G-Cycle: 0.1695 | G-L1: 0.1358 | G-Adv: 1.3703 | Gc-Adv: 1.5963 | G-Sum: 3.1192 | D: 2.7987 | Dc: 2.6881
Epoch 000 | Iter 012400 | Step 0012401 | G-Cycle: 0.1582 | G-L1: 0.1323 | G-Adv: 1.3695 | Gc-Adv: 1.4795 | G-Sum: 2.9942 | D: 2.7727 | Dc: 2.6841
Epoch 000 | Iter 012500 | Step 0012501 | G-Cycle: 0.1805 | G-L1: 0.1453 | G-Adv: 1.3601 | Gc-Adv: 1.5032 | G-Sum: 3.0261 | D: 3.1397 | Dc: 2.8222
Epoch 000 | Iter 012600 | Step 0012601 | G-Cycle: 0.1531 | G-L1: 0.1188 | G-Adv: 1.4326 | Gc-Adv: 1.5427 | G-Sum: 3.1113 | D: 2.7751 | Dc: 2.6026
Epoch 000 | Iter 012700 | Step 0012701 | G-Cycle: 0.1327 | G-L1: 0.1157 | G-Adv: 1.4926 | Gc-Adv: 1.5747 | G-Sum: 3.1915 | D: 2.8623 | Dc: 2.6719
Epoch 000 | Iter 012800 | Step 0012801 | G-Cycle: 0.1525 | G-L1: 0.1421 | G-Adv: 1.3841 | Gc-Adv: 1.5680 | G-Sum: 3.0994 | D: 2.7630 | Dc: 2.6822
Epoch 000 | Iter 012900 | Step 0012901 | G-Cycle: 0.1392 | G-L1: 0.1314 | G-Adv: 1.3084 | Gc-Adv: 1.5902 | G-Sum: 3.0339 | D: 2.7661 | Dc: 2.6449
Epoch 000 | Iter 013000 | Step 0013001 | G-Cycle: 0.1518 | G-L1: 0.1303 | G-Adv: 1.4942 | Gc-Adv: 1.6365 | G-Sum: 3.2717 | D: 2.7931 | Dc: 2.8505
Epoch 000 | Iter 013100 | Step 0013101 | G-Cycle: 0.1495 | G-L1: 0.1317 | G-Adv: 1.3310 | Gc-Adv: 1.5817 | G-Sum: 3.0533 | D: 2.7754 | Dc: 2.7392
Epoch 000 | Iter 013200 | Step 0013201 | G-Cycle: 0.1601 | G-L1: 0.1481 | G-Adv: 1.4209 | Gc-Adv: 1.6020 | G-Sum: 3.1770 | D: 2.7749 | Dc: 2.6053
Epoch 000 | Iter 013300 | Step 0013301 | G-Cycle: 0.1315 | G-L1: 0.1272 | G-Adv: 1.4269 | Gc-Adv: 1.6908 | G-Sum: 3.2471 | D: 2.7750 | Dc: 2.7605
Epoch 000 | Iter 013400 | Step 0013401 | G-Cycle: 0.1395 | G-L1: 0.1278 | G-Adv: 1.4085 | Gc-Adv: 1.6788 | G-Sum: 3.2210 | D: 2.7918 | Dc: 2.5281
Epoch 000 | Iter 013500 | Step 0013501 | G-Cycle: 0.1464 | G-L1: 0.1290 | G-Adv: 1.4002 | Gc-Adv: 1.7353 | G-Sum: 3.2732 | D: 2.7738 | Dc: 2.5953
Epoch 000 | Iter 013600 | Step 0013601 | G-Cycle: 0.1486 | G-L1: 0.1223 | G-Adv: 1.3267 | Gc-Adv: 1.5093 | G-Sum: 2.9714 | D: 2.7785 | Dc: 2.6099
Epoch 000 | Iter 013700 | Step 0013701 | G-Cycle: 0.1507 | G-L1: 0.1237 | G-Adv: 1.4074 | Gc-Adv: 1.5173 | G-Sum: 3.0619 | D: 2.7570 | Dc: 2.8285
Epoch 000 | Iter 013800 | Step 0013801 | G-Cycle: 0.1574 | G-L1: 0.1338 | G-Adv: 1.3422 | Gc-Adv: 1.6592 | G-Sum: 3.1470 | D: 2.7549 | Dc: 2.7481
Epoch 000 | Iter 013900 | Step 0013901 | G-Cycle: 0.1325 | G-L1: 0.1266 | G-Adv: 1.5059 | Gc-Adv: 1.5084 | G-Sum: 3.1438 | D: 2.7627 | Dc: 2.7664
Epoch 000 | Iter 014000 | Step 0014001 | G-Cycle: 0.1579 | G-L1: 0.1295 | G-Adv: 1.4036 | Gc-Adv: 1.6805 | G-Sum: 3.2278 | D: 2.7760 | Dc: 2.7767
Epoch 000 | Iter 014100 | Step 0014101 | G-Cycle: 0.1295 | G-L1: 0.1178 | G-Adv: 1.4291 | Gc-Adv: 1.5758 | G-Sum: 3.1285 | D: 2.7787 | Dc: 2.7509
Epoch 000 | Iter 014200 | Step 0014201 | G-Cycle: 0.1847 | G-L1: 0.1463 | G-Adv: 1.6796 | Gc-Adv: 1.6243 | G-Sum: 3.4694 | D: 2.7738 | Dc: 2.6177
